title,titleUrl,time,year,weekday,hour,date,author,type
THIS BOY ASKED ELLE ON A DATE!!! **AUSTIN FREAKED OUT**,https://www.youtube.com/watch?v=ZnTiZAuTeA8,2019-06-01 12:24:28.808000+00:00,2019,5,12,2019-06-01,The ACE Family,People & Blogs
Aya Nakamura - Pookie |  [DANSE] Chorégraphie de Vutaa,https://www.youtube.com/watch?v=Asiwhx6ICso,2019-06-01 12:22:56.847000+00:00,2019,5,12,2019-06-01,Dancer For8ver,Entertainment
"AMOUR, GLOIRE ET EXCÈS: TOMORROWLAND (ÉPISODE 7)",https://www.youtube.com/watch?v=C-EaeQ3fc8U,2019-06-01 09:28:15.761000+00:00,2019,5,9,2019-06-01,Anthonin,Entertainment
Minori (court métrage),https://www.youtube.com/watch?v=7MnVflaeJPE,2019-06-01 00:26:35.755000+00:00,2019,5,0,2019-06-01,Cyprien,Comedy
J'ai pris une méga douille (mais je l'ai cherché),https://www.youtube.com/watch?v=HanfxLSk0a8,2019-05-31 23:53:49.517000+00:00,2019,4,23,2019-05-31,SQUEEZIE,Entertainment
DEVINE LE BON LOGO (Ft. MA SOEUR),https://www.youtube.com/watch?v=aH33g7ae6Qs,2019-05-31 13:35:18.296000+00:00,2019,4,13,2019-05-31,JohanPapz,Entertainment
C'EST MOI QU'AI CHOISI - LE CLONE,https://www.youtube.com/watch?v=ATzlVZKyJ3A,2019-05-31 13:24:09.606000+00:00,2019,4,13,2019-05-31,Natoo,Comedy
Ben L'Oncle Soul - Etre Un Homme Comme Vous,https://www.youtube.com/watch?v=ckC0Gz73h2s,2019-05-30 19:45:35.410000+00:00,2019,3,19,2019-05-30,BenLOncleSoulVEVO,Music
Ben l'oncle soul - Soulman Lyrics,https://www.youtube.com/watch?v=_4CNDwSE2bQ,2019-05-30 19:41:32.785000+00:00,2019,3,19,2019-05-30,killeurbud,Music
MY EX BOYFRIEND RATES MY OUTFITS,https://www.youtube.com/watch?v=anJ_QP4Nxp4,2019-05-28 20:39:48.143000+00:00,2019,1,20,2019-05-28,Nikita Dragun,Howto & Style
Nikita Dragun Reveals Her Biggest Makeup Regret | 17 Questions,https://www.youtube.com/watch?v=5u9wW2QZJlo,2019-05-28 19:56:13.550000+00:00,2019,1,19,2019-05-28,Seventeen,Howto & Style
"Sebydaddy et Nathanya (MELAA4) : Un mot pour Maeva Ghennam, Illan, Greg...",https://www.youtube.com/watch?v=wvki0_bbw5s,2019-05-28 19:48:14.978000+00:00,2019,1,19,2019-05-28,VDBUZZ,Entertainment
Khloé Gets North West A Hamster Without Telling Kim! | Season 16 | Keeping Up With The Kardashians,https://www.youtube.com/watch?v=bwNyaBDJOGA,2019-05-28 19:43:15.452000+00:00,2019,1,19,2019-05-28,hayu,Entertainment
THE STORY OF BRIAN (clip dessin animé),https://www.youtube.com/watch?v=5qr5nypwOg8,2019-05-28 19:39:12.017000+00:00,2019,1,19,2019-05-28,Mcfly et Carlito,Entertainment
"Maëva et Greg (Moundir 4, Les Marseillais) sont dans le #Replay",https://www.youtube.com/watch?v=DekHnYeIUD4,2019-05-28 12:57:50.342000+00:00,2019,1,12,2019-05-28,melty,Entertainment
Kids Try Chinese Food from Around the World | Kids Try | HiHo Kids,https://www.youtube.com/watch?v=79HUGRiygmE,2019-05-28 12:52:49.908000+00:00,2019,1,12,2019-05-28,HiHo Kids,People & Blogs
M. Pokora - Ouh na na (Guaranteed) - English Version (Official Video),https://www.youtube.com/watch?v=u8hRsy-PaaU,2019-05-28 12:51:34.011000+00:00,2019,1,12,2019-05-28,M. Pokora Officiel,Music
La Villa des Coeurs Blessés - Le Monde à L'Envers,https://www.youtube.com/watch?v=wKX0eZmkXhs,2019-05-28 11:28:37.129000+00:00,2019,1,11,2019-05-28,Le Monde à L'Envers,Comedy
(Eng)중단발 셀프 헤어스타일링 💇🏼‍♀️ short hair styles｜THESUZY 더수지,https://www.youtube.com/watch?v=E8LJGC60qrI,2019-05-28 11:17:51.060000+00:00,2019,1,11,2019-05-28,THESUZY더수지,Howto & Style
"ZAYN, Zhavia Ward - A Whole New World (End Title) (From ""Aladdin"")",https://www.youtube.com/watch?v=rg_zwK_sSEY,2019-05-28 11:14:43.625000+00:00,2019,1,11,2019-05-28,DisneyMusicVEVO,Music
Pokémon Détective Pikachu - Bande Annonce Officielle (VF),https://www.youtube.com/watch?v=cMRqlDBkdwo,2019-05-28 11:10:56.824000+00:00,2019,1,11,2019-05-28,Warner Bros. France,Film & Animation
Aladdin - Official Trailer,https://www.youtube.com/watch?v=JcMtWwiyzpU,2019-05-28 11:08:20.815000+00:00,2019,1,11,2019-05-28,Will Smith,Entertainment
South Korean beauty YouTuber Dawn Lee’s cancer diary,https://www.youtube.com/watch?v=V_sgc2q_Das,2019-05-28 08:02:23.895000+00:00,2019,1,8,2019-05-28,South China Morning Post,News & Politics
Miley Cyrus Vocal Evolution 1999-2019 (20 years),https://www.youtube.com/watch?v=X3XtmYCFEjE,2019-05-27 22:45:10.748000+00:00,2019,0,22,2019-05-27,Miley Cyrus Fans,Music
[OFFICIAL VIDEO] Evolution Of Girl Groups - Citizen Queen,https://www.youtube.com/watch?v=IbfJivZm3Xo,2019-05-27 22:44:32.479000+00:00,2019,0,22,2019-05-27,Citizen Queen,Music
Madison Beer - Dear Society (Official Video),https://www.youtube.com/watch?v=MU3qPtsgjkk,2019-05-27 21:49:07.730000+00:00,2019,0,21,2019-05-27,MadisonBeerMusicVEVO,Music
LENA SITUATIONS X JENNYFER /LA COLLAB,https://www.youtube.com/watch?v=VQhsXstMnMI,2019-05-27 21:45:03.656000+00:00,2019,0,21,2019-05-27,DONTCALLMEJENNYFER,People & Blogs
"Hilona (Moundir 4) et Illan : ""Je lui ai fait payer ses infidélités""",https://www.youtube.com/watch?v=2RGZHAYPOtM,2019-05-27 20:01:38.396000+00:00,2019,0,20,2019-05-27,PureBreak,People & Blogs
Cette vidéo sera supprimée dans 4 jours,https://www.youtube.com/watch?v=5ZZLds03MLc,2019-05-27 19:58:51.487000+00:00,2019,0,19,2019-05-27,Cyprien,Comedy
Kids Try Bones from Around the World | Kids Try | HiHo Kids,https://www.youtube.com/watch?v=dwsD3fQQsIY,2019-05-27 19:57:16.538000+00:00,2019,0,19,2019-05-27,HiHo Kids,People & Blogs
Kids Try Moroccan Food | Kids Try | HiHo Kids,https://www.youtube.com/watch?v=ToZi1CLCsVU,2019-05-27 19:54:27.042000+00:00,2019,0,19,2019-05-27,HiHo Kids,People & Blogs
https://www.youtube.com/watch?v=L0LXT-fvHH0,https://www.youtube.com/watch?v=L0LXT-fvHH0,2019-05-27 17:42:28.406000+00:00,2019,0,17,2019-05-27,,
TESSA BROOKS BEST DANCING COMPILATION!!,https://www.youtube.com/watch?v=Op3P61otaq8,2019-05-27 14:25:56.325000+00:00,2019,0,14,2019-05-27,Team Violet Central,Entertainment
Olivier Dion - Kinda Love (Official Video),https://www.youtube.com/watch?v=wALh7VCzN4o,2019-05-27 14:19:05.840000+00:00,2019,0,14,2019-05-27,OlivierDionVEVO,Music
"Kiana Ledé - ""Ex"" (Live) | Vevo DSCVR",https://www.youtube.com/watch?v=9wNEnsGIDY0,2019-05-27 14:15:17.622000+00:00,2019,0,14,2019-05-27,VevoDSCVR,Music
Cleo trying Filipino food .. Mukbang aswell,https://www.youtube.com/watch?v=lWUlQyz96Ys,2019-05-27 14:09:29.213000+00:00,2019,0,14,2019-05-27,Bretman Rock,People & Blogs
J'AI DÉJÀ / JE N'AI JAMAIS avec GAËLLE GARCIA DIAZ,https://www.youtube.com/watch?v=yZaf9X6y-nA,2019-05-27 13:57:36.083000+00:00,2019,0,13,2019-05-27,Coucou Les Girls,Comedy
JE TESTE LE PARCOURS DU COMBATTANT 😱,https://www.youtube.com/watch?v=Xaz_exjZH9E,2019-05-27 13:44:38.716000+00:00,2019,0,13,2019-05-27,HouseOfRbb,People & Blogs
Sarah Lopez et Jonathan (MELAA4) - Leur couple se teste sur un Love Quiz,https://www.youtube.com/watch?v=kUkdTQsBCp8,2019-05-27 13:39:30.730000+00:00,2019,0,13,2019-05-27,melty,Entertainment
Thomas et Léana (Les Anges 11) : Le duel des ex en culture générale !,https://www.youtube.com/watch?v=LTLKwgBN8Ro,2019-05-27 13:21:42.598000+00:00,2019,0,13,2019-05-27,VDBUZZ,Entertainment
AGREABLE MAISON - Construction Sims 4,https://www.youtube.com/watch?v=FgSU0Dt5JS4,2019-05-27 11:55:17.333000+00:00,2019,0,11,2019-05-27,PIXIA,People & Blogs
Déco & Co SIMS4 - Maison grecque.,https://www.youtube.com/watch?v=bEkdVLY1vD4,2019-05-27 11:37:24.644000+00:00,2019,0,11,2019-05-27,PIXIA,Gaming
PETITE VILLA - SIMS 4,https://www.youtube.com/watch?v=swR1XeDDzPg,2019-05-27 11:35:43.774000+00:00,2019,0,11,2019-05-27,PIXIA,Gaming
ON TESTE UNE PSYCHOLOGUE ! avec Clara Marz et PerfectHonesty,https://www.youtube.com/watch?v=QJiF8lYZ1OM,2019-05-27 08:41:39.240000+00:00,2019,0,8,2019-05-27,Rose Carpet,Howto & Style
Easy Abstract Landscape Painting Demo / For Beginners / Using Fan brush/Daily Art Therapy/Day #039,https://www.youtube.com/watch?v=Fg46N6VJPpI,2019-05-27 08:38:03.498000+00:00,2019,0,8,2019-05-27,SurajFineArts - Abstract ART,Education
Bilal Hassani - Jaloux (Official Music Video),https://www.youtube.com/watch?v=ylJg_5l_5e8,2019-05-27 08:34:41.977000+00:00,2019,0,8,2019-05-27,Bilal Hassani,Entertainment
How I Grew My Hair 8+ INCHES And Cleared My Skin in 6 Months! 6 STEPS TO GLOWING UP  | MyLifeAsEva,https://www.youtube.com/watch?v=TKSoaWNwxcQ,2019-05-27 08:23:02.648000+00:00,2019,0,8,2019-05-27,MyLifeAsEva,Howto & Style
ON REPASSE LE BAC : GREC & ANGLAIS (+ nouvelle chanson) EP.4,https://www.youtube.com/watch?v=lcOHnxpCv3A,2019-05-26 23:52:06.849000+00:00,2019,6,23,2019-05-26,Mcfly et Carlito,Entertainment
ELLE'S 3RD BIRTHDAY PARTY SPECIAL!!!,https://www.youtube.com/watch?v=SfyYwZGZSiE,2019-05-26 23:38:57.918000+00:00,2019,6,23,2019-05-26,The ACE Family,People & Blogs
TRY-ON HAUL ❤️,https://www.youtube.com/watch?v=P7sGHI31uRc,2019-05-26 21:17:04.138000+00:00,2019,6,21,2019-05-26,Chloé B,Howto & Style
[kpop in public Paris] (BLACKPINK) Kill This Love + SWALLA + (ITZY) DALLA DALLA,https://www.youtube.com/watch?v=AJnhQuhP2T8,2019-05-26 21:15:37.300000+00:00,2019,6,21,2019-05-26,JEHÕVINH,Entertainment
une vidéo qui a été supprimée,,2019-05-26 21:12:59.883000+00:00,2019,6,21,2019-05-26,,
AZIATOMIK - LA BOXE FRANÇAISE,https://www.youtube.com/watch?v=HHNL2IBCYtc,2019-05-26 21:02:31.284000+00:00,2019,6,21,2019-05-26,Aziatomik,Comedy
"C'EST MON PTIT CHEZ MOI, QUOI",https://www.youtube.com/watch?v=b4bhl0oHzPI,2019-05-26 15:25:30.802000+00:00,2019,6,15,2019-05-26,ROMY,Howto & Style
Je danse sur SCENE pour la PREMIERE FOIS ! (+ vidéo performance),https://www.youtube.com/watch?v=58AwKSJb8dY,2019-05-24 19:14:02.621000+00:00,2019,4,19,2019-05-24,JEHÕVINH,Entertainment
[Yé mistikrik?] Sabri'Show,https://www.youtube.com/watch?v=m02Y1v6VhPA,2019-05-24 19:02:05.655000+00:00,2019,4,19,2019-05-24,Efrei vidéo Assos,Entertainment
DES AMÉRICAINS RÉAGISSENT À LA MUSIQUE FRANÇAISE! (Angèle VS Aya Nakamura ? + Roméo Elvis),https://www.youtube.com/watch?v=CKB5AeG5Ezc,2019-05-23 19:18:09.360000+00:00,2019,3,19,2019-05-23,Abel Carden,People & Blogs
Céline Dion Carpool Karaoke,https://www.youtube.com/watch?v=dsUURLFnr9k,2019-05-23 19:00:30.866000+00:00,2019,3,19,2019-05-23,The Late Late Show with James Corden,Entertainment
https://www.youtube.com/watch?v=2I640jX0GTo,https://www.youtube.com/watch?v=2I640jX0GTo,2019-05-23 18:48:18.284000+00:00,2019,3,18,2019-05-23,,
Zatis et Sephora (Les Anges 11) : Vont-ils survivre au Manoir de Paris ?,https://www.youtube.com/watch?v=-UbDzJPHWyw,2019-05-23 18:38:31.540000+00:00,2019,3,18,2019-05-23,VDBUZZ,Entertainment
Lil Dicky - Earth (Official Music Video),https://www.youtube.com/watch?v=pvuN_WvF1to,2019-05-21 15:22:23.029000+00:00,2019,1,15,2019-05-21,Lil Dicky,Music
une vidéo qui a été supprimée,,2019-05-21 15:22:12.424000+00:00,2019,1,15,2019-05-21,,
Ed Sheeran & Justin Bieber - I Don't Care [Official Music Video],https://www.youtube.com/watch?v=y83x7MgzWOA,2019-05-21 15:17:59.027000+00:00,2019,1,15,2019-05-21,Ed Sheeran,Music
Jonathan en couple avec Sarah Lopez (Moundir 4): Crazy In Love !!! ❤️,https://www.youtube.com/watch?v=EiPkam0a5CY,2019-05-21 08:28:40.215000+00:00,2019,1,8,2019-05-21,sam zirah,People & Blogs
MES PIRES ANECDOTES AMOUREUSES,https://www.youtube.com/watch?v=6Px6sS3ljOk,2019-05-20 23:09:09.780000+00:00,2019,0,23,2019-05-20,Shera Kerienski,Howto & Style
LA VÉRITÉ SUR JAMES CHARLES : PARTIE 2 (AVEC TRADUCTIONS),https://www.youtube.com/watch?v=eefCCZXbt-U,2019-05-20 22:58:53.185000+00:00,2019,0,22,2019-05-20,Gossip Youtube France,Entertainment
ma voisine me harcèle : une storytime,https://www.youtube.com/watch?v=ZugsNsNdQcI,2019-05-20 22:44:44.641000+00:00,2019,0,22,2019-05-20,AnnaRvr,Howto & Style
QUELQUES MOMENTS DE VIE... || Léna Situations,https://www.youtube.com/watch?v=F3-Gj9-6Q54,2019-05-19 11:42:54.976000+00:00,2019,6,11,2019-05-19,Léna Situations,People & Blogs
LA VÉRITÉ SUR JAMES CHARLES VS TATI EN 2 MINUTES,https://www.youtube.com/watch?v=9-kfMdtEcdA,2019-05-19 11:37:41.745000+00:00,2019,6,11,2019-05-19,Gossip Youtube France,Entertainment
ON RÉPOND À VOS APPELS (et c'est le bonheur),https://www.youtube.com/watch?v=jB_9WyAe32I,2019-05-19 09:58:24.438000+00:00,2019,6,9,2019-05-19,Mcfly et Carlito,Entertainment
Anthony Alcaraz (Moundir 4): De l'amour à la haine ! 🔥,https://www.youtube.com/watch?v=F9SUa-CMvg8,2019-05-18 21:07:44.603000+00:00,2019,5,21,2019-05-18,sam zirah,People & Blogs
LES 5 PIRES ANECDOTES DE MA VIE !,https://www.youtube.com/watch?v=r5eCcTgzih4,2019-05-18 20:23:59.572000+00:00,2019,5,20,2019-05-18,SparkDise,Entertainment
J'ai trouvé LA meilleure fanfiction,https://www.youtube.com/watch?v=tHN1NGuscIs,2019-05-18 20:07:57.751000+00:00,2019,5,20,2019-05-18,Cyprien,Comedy
J'AI DÉCOUVERT L'AMÉRIQUE (STORYTIME CHRISTOPHE COLOMB),https://www.youtube.com/watch?v=rF1rmJARsYw,2019-05-18 20:03:31.901000+00:00,2019,5,20,2019-05-18,SparkDise,Entertainment
J'apprends à dessiner et j'y arrive vite fait,https://www.youtube.com/watch?v=7bj3XZ0AQCU,2019-05-18 19:49:15.687000+00:00,2019,5,19,2019-05-18,SQUEEZIE,Entertainment
Lucas Dorable /Hommage a kyliee,https://www.youtube.com/watch?v=DHlZj7UUcCM,2019-05-16 09:32:50.365000+00:00,2019,3,9,2019-05-16,Lucas Dorable,Entertainment
"Il reçoit ses notes de bac blanc, Il pète un câble",https://www.youtube.com/watch?v=4ALBlVoTwJg,2019-05-16 09:30:52.412000+00:00,2019,3,9,2019-05-16,Drempeva,Gaming
TRANSFORMING MY MOM INTO ME,https://www.youtube.com/watch?v=3CSzQ9EVut4,2019-05-13 13:10:12.986000+00:00,2019,0,13,2019-05-13,Nikita Dragun,Howto & Style
un petit haul de printemps assez cute // GLOOMYSARAH,https://www.youtube.com/watch?v=ed92ILyS-kk,2019-05-13 13:00:04.267000+00:00,2019,0,13,2019-05-13,gloomy sarah,Entertainment
https://www.youtube.com/watch?v=ndMotWuVDZs,https://www.youtube.com/watch?v=ndMotWuVDZs,2019-05-12 20:32:48.329000+00:00,2019,6,20,2019-05-12,,
Niska - Médicament ft. Booba (Lyric vidéo),https://www.youtube.com/watch?v=rQY2GVRk-kI,2019-05-12 20:29:18.534000+00:00,2019,6,20,2019-05-12,Niska Officiel,Music
EP1: JE LIS L'AVENIR DE JOHAN PAPZ,https://www.youtube.com/watch?v=1pOJqqIGtRs,2019-05-12 18:59:14.361000+00:00,2019,6,18,2019-05-12,Shera Kerienski,Howto & Style
JE RELOOKE SHERA EN DAME DU CDI 😂,https://www.youtube.com/watch?v=xseFMj6O3rI,2019-05-12 18:43:38.304000+00:00,2019,6,18,2019-05-12,JohanPapz,Entertainment
La vérité sur JAMES CHARLES ( le drama expliqué de A à Z ),https://www.youtube.com/watch?v=hhj6rxLYI0A,2019-05-12 15:14:06.105000+00:00,2019,6,15,2019-05-12,Hellcat,Entertainment
Glam With Kylie Jenner 💅 | Keeping Up With The Kardashians,https://www.youtube.com/watch?v=4L-s4MoeVxs,2019-05-12 14:24:09.430000+00:00,2019,6,14,2019-05-12,hayu,Entertainment
Thrifted Transformations | Ep. 30,https://www.youtube.com/watch?v=WGz3KPJ0VmA,2019-05-12 14:18:42.552000+00:00,2019,6,14,2019-05-12,coolirpa,Howto & Style
https://www.youtube.com/watch?v=5Igq8Ap29-Y,https://www.youtube.com/watch?v=5Igq8Ap29-Y,2019-05-12 14:15:08.483000+00:00,2019,6,14,2019-05-12,,
Kendall's Sassiest Moments | Keeping Up With The Kardashians,https://www.youtube.com/watch?v=q2F-DHyP5Zw,2019-05-12 13:18:59.231000+00:00,2019,6,13,2019-05-12,hayu,Entertainment
MON FRÈRE ME FAIT UNE ÉNORME RÉVÉLATION...,https://www.youtube.com/watch?v=lnD3WoVhims,2019-05-12 13:09:35.962000+00:00,2019,6,13,2019-05-12,Edward Sad,Entertainment
QUI VEUT ÉPOUSER MON FRÈRE ?!│EDWARD SAD,https://www.youtube.com/watch?v=ALWrswI7Ihc,2019-05-12 13:00:25.533000+00:00,2019,6,13,2019-05-12,Edward Sad,Entertainment
ET SI J'ÉTAIS GAY ? - BROTHER TAG,https://www.youtube.com/watch?v=98rpPc23ke8,2019-05-12 12:33:54.639000+00:00,2019,6,12,2019-05-12,Edward Sad,Entertainment
Le défilé très sexy des filles #LA11 #épisode59,https://www.youtube.com/watch?v=ePpGlypIsbs,2019-05-12 12:29:57.974000+00:00,2019,6,12,2019-05-12,Les Anges - La chaîne officielle,Entertainment
Lady Gaga Met Gala 2019 Transformation,https://www.youtube.com/watch?v=8WuC-kUe6c0,2019-05-12 11:46:39.167000+00:00,2019,6,11,2019-05-12,Variety,Entertainment
Behind Lady Gaga's Legendary Met Gala Looks | Vogue,https://www.youtube.com/watch?v=VBrBTFaM-64,2019-05-12 11:36:27.107000+00:00,2019,6,11,2019-05-12,Vogue,Howto & Style
SHY’M : ON RÉAGIT À SES PLUS GROS BUZZS !,https://www.youtube.com/watch?v=U1wR4xt-Wlo,2019-05-12 11:12:36.267000+00:00,2019,6,11,2019-05-12,Simon Vendeme,Entertainment
https://www.youtube.com/watch?v=YSKWkXO7anQ,https://www.youtube.com/watch?v=YSKWkXO7anQ,2019-05-12 10:48:42.982000+00:00,2019,6,10,2019-05-12,,
Kourtney Kardashian Reveals Kim's Baby Bombshell to Kris Jenner,https://www.youtube.com/watch?v=h9h2zfyrkH8,2019-05-12 10:43:29.469000+00:00,2019,6,10,2019-05-12,TheEllenShow,Entertainment
Liza Koshy Picks Her Dress for the Met Gala | Vogue,https://www.youtube.com/watch?v=kKsgtuSVydI,2019-05-12 10:32:57.281000+00:00,2019,6,10,2019-05-12,Vogue,Entertainment
"MES POTES, COACHELLA & LOS ANGELES",https://www.youtube.com/watch?v=0rF59BAekAw,2019-05-12 08:52:52.204000+00:00,2019,6,8,2019-05-12,SparkDise,Entertainment
CONCOURS DU PLUS GROS BOULET,https://www.youtube.com/watch?v=G-o9Q2-oi2I,2019-05-11 22:41:37.427000+00:00,2019,5,22,2019-05-11,Swann Périssé,Comedy
NOS STRATÉGIES DE SÉDUCTION,https://www.youtube.com/watch?v=YbqbUcrptIQ,2019-05-11 22:28:18.125000+00:00,2019,5,22,2019-05-11,Swann Périssé,Comedy
Surtout ne ratez pas ces extraits #épisode77 #LA11,https://www.youtube.com/watch?v=xgApWcEm1Xk,2019-05-11 22:21:00.004000+00:00,2019,5,22,2019-05-11,Les Anges - La chaîne officielle,Entertainment
M. Pokora - Ouh na na (Clip Officiel),https://www.youtube.com/watch?v=oWNuOhWw0YU,2019-05-11 22:17:45.189000+00:00,2019,5,22,2019-05-11,M. Pokora Officiel,Music
Behind Kylie Jenner’s Glittering Met Gala Look | Vogue,https://www.youtube.com/watch?v=ITLAhqe1JMo,2019-05-11 22:06:46.606000+00:00,2019,5,22,2019-05-11,Vogue,Howto & Style
KILL THIS LOVE CHALLENGE!! | Ranz and Niana,https://www.youtube.com/watch?v=MG-3eVSThLs,2019-05-11 22:03:01.226000+00:00,2019,5,22,2019-05-11,Niana Guerrero,Entertainment
"""I couldn't dance!"" Zac Efron on High School Musical and hanging out with De Niro and The Rock",https://www.youtube.com/watch?v=XPy63A5CeJA,2019-05-11 21:54:38.945000+00:00,2019,5,21,2019-05-11,BBC Radio 1,Music
"SEXUALITÉ #1 : MON EXPERIENCE, TABOUS ETC ...",https://www.youtube.com/watch?v=H_9dC90uTUk,2019-05-11 20:46:39.809000+00:00,2019,5,20,2019-05-11,EnjoyPhoenix - Marie Lopez,Howto & Style
Saying I Like You for the First Time... (Caught on Camera),https://www.youtube.com/watch?v=BKuDAE7k9TU,2019-05-11 20:14:55.405000+00:00,2019,5,20,2019-05-11,Tessa Brooks,Entertainment
NOTRE PREMIER CLIP VIDÉO,https://www.youtube.com/watch?v=KVPShBB6nBQ,2019-05-11 20:14:47.229000+00:00,2019,5,20,2019-05-11,Anthonin,Entertainment
MON EXPERIENCE À COACHELLA,https://www.youtube.com/watch?v=a_7DF8jJpUk,2019-05-11 20:00:51.040000+00:00,2019,5,20,2019-05-11,AnnaRvr,Howto & Style
LE BUSINESS CACHÉ DE CHLOÉ B,https://www.youtube.com/watch?v=ODTpQmLyGcc,2019-05-11 19:52:13.478000+00:00,2019,5,19,2019-05-11,Gossip Youtube France,Entertainment
Zac Efron and Lily Collins Take a Friendship Test | Glamour,https://www.youtube.com/watch?v=2KBWXLAp-zU,2019-05-11 19:44:50.760000+00:00,2019,5,19,2019-05-11,Glamour,Entertainment
Zac Efron & Lily Collins Break Down a Scene from Ted Bundy Movie | Extremely Wicked | Netflix,https://www.youtube.com/watch?v=D_RZOozUSTU,2019-05-11 19:42:49.036000+00:00,2019,5,19,2019-05-11,Netflix Film Club,Entertainment
France 🇫🇷 - Bilal Hassani - Roi - First Rehearsal - Eurovision 2019,https://www.youtube.com/watch?v=AQ1fiVRKTOg,2019-05-10 19:15:48.106000+00:00,2019,4,19,2019-05-10,Eurovision Song Contest,Entertainment
Kim Kardashian West Gets Fitted for Her Waist-Snatching Met Gala Look | Vogue,https://www.youtube.com/watch?v=Bk0G1f4DpCM,2019-05-10 19:08:27.445000+00:00,2019,4,19,2019-05-10,Vogue,Howto & Style
JE ME MAQUILLE AVEC MA PROPRE MARQUE!,https://www.youtube.com/watch?v=tKuS5Cfek0A,2019-05-09 23:56:00.839000+00:00,2019,3,23,2019-05-09,gaelle garcia diaz,Comedy
Je découvre mon visage s'il était parfait,https://www.youtube.com/watch?v=Ji_dK9KzTng,2019-05-09 20:39:52.744000+00:00,2019,3,20,2019-05-09,SQUEEZIE,Entertainment
CHOOSING MY WEDDING DRESS!!!,https://www.youtube.com/watch?v=mr1-qOG14bY,2019-05-09 20:30:30.135000+00:00,2019,3,20,2019-05-09,The ACE Family,People & Blogs
un mec sans style juge les tenues du Met Gala,https://www.youtube.com/watch?v=diI_B7w-Heg,2019-05-09 20:10:17.175000+00:00,2019,3,20,2019-05-09,Anthonin,Entertainment
Lorenzo - Fume à fond (Clip Officiel),https://www.youtube.com/watch?v=uUcEzxQO4_0,2019-05-08 17:59:05.933000+00:00,2019,2,17,2019-05-08,Lorenzo,Music
Lorenzo - Tu le C (Clip Officiel),https://www.youtube.com/watch?v=55b8JEmoBTk,2019-05-08 17:54:14.980000+00:00,2019,2,17,2019-05-08,Lorenzo,Music
Diddi Trix - Pétou Freestyle,https://www.youtube.com/watch?v=ThwvijBB2OQ,2019-05-08 17:30:03.538000+00:00,2019,2,17,2019-05-08,Rapelite.com,Entertainment
BETOU clip officiel Tsy mino aho hoe rava,https://www.youtube.com/watch?v=BpZ6p00n0Pk,2019-05-08 17:29:41.115000+00:00,2019,2,17,2019-05-08,ny aina andrian,Music
Gangster,https://www.youtube.com/watch?v=_28milSDxpA,2019-05-07 21:07:42.206000+00:00,2019,1,21,2019-05-07,Aya Nakamura - Topic,Music
Faya,https://www.youtube.com/watch?v=rPD_bTGEh-M,2019-05-07 21:07:35.490000+00:00,2019,1,21,2019-05-07,Aya Nakamura - Topic,Music
Ça fait mal,https://www.youtube.com/watch?v=Cj36oJHiUu0,2019-05-07 21:06:49.755000+00:00,2019,1,21,2019-05-07,Aya Nakamura - Topic,Music
Aya Nakamura - Pookie (Clip officiel),https://www.youtube.com/watch?v=_bPa-VG0AWo,2019-05-07 21:03:36.349000+00:00,2019,1,21,2019-05-07,Aya Nakamura,Music
Aya Nakamura - Copines (Clip officiel),https://www.youtube.com/watch?v=EkGiGf8utCM,2019-05-07 20:59:57.408000+00:00,2019,1,20,2019-05-07,Aya Nakamura,Music
Pompom,https://www.youtube.com/watch?v=-7XRAyAz2AU,2019-05-07 20:56:15.109000+00:00,2019,1,20,2019-05-07,Aya Nakamura - Topic,Music
Aya Nakamura - Djadja (Clip officiel),https://www.youtube.com/watch?v=iPGgnzc34tY,2019-05-07 20:53:19.683000+00:00,2019,1,20,2019-05-07,Aya Nakamura,Music
Aya Nakamura - La dot (Clip officiel),https://www.youtube.com/watch?v=YaKztd2Lsto,2019-05-07 19:33:29.775000+00:00,2019,1,19,2019-05-07,Aya Nakamura,Music
Katelyn Ohashi - 10.0 Floor (1-12-19),https://www.youtube.com/watch?v=4ic7RNS4Dfo,2019-05-07 11:13:00.907000+00:00,2019,1,11,2019-05-07,UCLA Athletics,Sports
ISM - RADIO SEXE 2.0 (SON OFFICIEL),https://www.youtube.com/watch?v=ltugolgJRBA,2019-05-06 14:14:56.941000+00:00,2019,0,14,2019-05-06,Radio Sexe,Entertainment
INFINITY - @hhifrance 2019 - CATEGORIE ADULTE,https://www.youtube.com/watch?v=OgoSLUPBo0Y,2019-05-05 22:55:23.192000+00:00,2019,6,22,2019-05-05,Hip Hop International France,Music
Who wore it Best - Fashion Nova *shocking results,https://www.youtube.com/watch?v=VdBfPcwzU28,2019-05-05 22:29:42.227000+00:00,2019,6,22,2019-05-05,Bretman Rock,People & Blogs
UNBOXING PR PACKAGES WITH MY NIECE + GIVEAWAY,https://www.youtube.com/watch?v=YJ60tEqrKRg,2019-05-05 22:25:05.258000+00:00,2019,6,22,2019-05-05,Bretman Rock,People & Blogs
[Final | Female -59kg] PARK Skylar (CAN | MVP) vs. YEH Yen Hsin (TPE),https://www.youtube.com/watch?v=DqXS-8xGNrM,2019-05-05 22:15:21.978000+00:00,2019,6,22,2019-05-05,World Taekwondo,Sports
